average_rating,num_pages,num_occ_title,num_occ_authors,num_occ_genre,publication_year,top_genre,Class
4.19,128.0,1.0,31.0,189.0,1999.0,0.0,0.0
3.53,32.0,1.0,2.0,850.0,2003.0,1.0,1.0
4.0,664.0,1.0,11.0,1.0,1991.0,0.0,0.0
3.59,419.0,2.0,12.0,4027.0,2006.0,1.0,1.0
3.93,736.0,1.0,2.0,366.0,2000.0,1.0,1.0
4.14,296.0,1.0,34.0,4027.0,1999.0,1.0,0.0
3.43,331.0,1.0,2.0,1.0,2003.0,0.0,1.0
4.3,125.0,1.0,24.0,228.0,1998.0,0.0,0.0
3.94,257.0,1.0,3.0,587.0,2005.0,1.0,1.0
3.77,331.0,1.0,2.0,4027.0,1998.0,1.0,1.0
4.15,162.0,1.0,8.0,4.0,2000.0,0.0,0.0
3.83,464.0,1.0,1.0,136.0,2005.0,0.0,1.0
3.84,368.0,1.0,3.0,312.0,2005.0,1.0,1.0
4.16,430.0,2.0,15.0,587.0,2001.0,1.0,0.0
3.75,135.0,1.0,15.0,4027.0,2007.0,1.0,1.0
3.25,187.0,1.0,2.0,4027.0,1987.0,1.0,1.0
3.8,72.0,1.0,14.0,19.0,1991.0,0.0,1.0
4.0,112.0,1.0,7.0,850.0,1999.0,1.0,0.0
4.01,280.0,3.0,19.0,4027.0,2006.0,1.0,0.0
3.88,80.0,1.0,102.0,226.0,1960.0,0.0,1.0
3.69,268.0,1.0,14.0,228.0,1978.0,0.0,1.0
3.6,391.0,1.0,8.0,4027.0,2007.0,1.0,1.0
3.47,260.0,1.0,30.0,4027.0,1987.0,1.0,1.0
3.47,320.0,1.0,1.0,4027.0,2005.0,1.0,1.0
3.7,240.0,1.0,8.0,50.0,2007.0,0.0,1.0
4.13,461.0,1.0,2.0,1.0,2002.0,0.0,0.0
3.68,288.0,2.0,12.0,4027.0,1998.0,1.0,1.0
3.97,276.0,1.0,29.0,4027.0,1999.0,1.0,1.0
4.04,588.0,1.0,8.0,228.0,1996.0,0.0,0.0
3.91,273.0,1.0,4.0,4027.0,2000.0,1.0,1.0
3.76,256.0,1.0,4.0,4027.0,2003.0,1.0,1.0
4.04,224.0,1.0,3.0,54.0,1992.0,0.0,0.0
3.83,344.0,1.0,25.0,4027.0,2004.0,1.0,1.0
3.53,508.0,1.0,17.0,4027.0,2007.0,1.0,1.0
3.28,189.0,2.0,6.0,4027.0,2006.0,1.0,1.0
3.89,253.0,1.0,5.0,4027.0,1991.0,1.0,1.0
3.9,343.0,1.0,1.0,366.0,2003.0,1.0,1.0
4.18,401.0,1.0,6.0,587.0,2002.0,1.0,0.0
3.81,250.0,1.0,4.0,4027.0,1994.0,1.0,1.0
3.63,289.0,1.0,9.0,4027.0,2006.0,1.0,1.0
3.64,256.0,1.0,11.0,4027.0,2002.0,1.0,1.0
4.09,384.0,1.0,1.0,78.0,1992.0,0.0,0.0
4.15,544.0,1.0,12.0,37.0,1992.0,0.0,0.0
3.6,371.0,1.0,20.0,4027.0,2002.0,1.0,1.0
3.96,319.0,1.0,4.0,4027.0,2002.0,1.0,1.0
4.36,208.0,1.0,11.0,312.0,2006.0,1.0,0.0
3.74,734.0,1.0,2.0,4027.0,1992.0,1.0,1.0
3.71,476.0,1.0,4.0,4027.0,2006.0,1.0,1.0
3.52,304.0,1.0,17.0,4027.0,2009.0,1.0,1.0
3.9,422.0,1.0,40.0,4027.0,2005.0,1.0,1.0
3.67,733.0,1.0,15.0,4027.0,2001.0,1.0,1.0
3.86,462.0,8.0,32.0,4027.0,2003.0,1.0,1.0
4.2,673.0,1.0,5.0,366.0,1989.0,1.0,0.0
3.79,176.0,1.0,6.0,850.0,2003.0,1.0,1.0
4.11,180.0,1.0,2.0,44.0,2006.0,0.0,0.0
3.58,554.0,1.0,15.0,4027.0,2007.0,1.0,1.0
3.59,372.0,1.0,1.0,48.0,2001.0,0.0,1.0
3.49,465.0,3.0,10.0,114.0,1998.0,0.0,1.0
3.9,384.0,1.0,10.0,4027.0,2004.0,1.0,1.0
3.94,253.0,1.0,1.0,22.0,1972.0,0.0,1.0
4.38,144.0,1.0,3.0,58.0,1990.0,0.0,0.0
4.02,160.0,1.0,1.0,587.0,1989.0,1.0,0.0
3.55,329.0,1.0,7.0,587.0,2006.0,1.0,1.0
4.09,400.0,1.0,1.0,587.0,1994.0,1.0,0.0
4.12,120.0,1.0,5.0,191.0,1954.0,0.0,0.0
4.07,188.0,4.0,83.0,191.0,2003.0,0.0,0.0
4.28,492.0,2.0,11.0,4027.0,2007.0,1.0,0.0
3.51,210.0,1.0,3.0,4027.0,2006.0,1.0,1.0
3.92,239.0,1.0,2.0,850.0,2006.0,1.0,1.0
4.19,246.0,1.0,7.0,3.0,2002.0,0.0,0.0
4.02,63.0,1.0,28.0,108.0,2002.0,0.0,0.0
3.9,224.0,1.0,1.0,3.0,2003.0,0.0,1.0
4.25,347.0,1.0,2.0,4027.0,2005.0,1.0,0.0
3.68,728.0,1.0,2.0,3.0,1999.0,0.0,1.0
3.83,398.0,1.0,86.0,191.0,2002.0,0.0,1.0
4.14,254.0,1.0,45.0,191.0,1969.0,0.0,0.0
4.43,24.0,1.0,2.0,184.0,2000.0,0.0,0.0
3.5,80.0,1.0,2.0,226.0,1964.0,0.0,1.0
3.39,189.0,1.0,16.0,4027.0,2006.0,1.0,1.0
3.83,183.0,1.0,2.0,21.0,2006.0,0.0,1.0
4.01,329.0,1.0,36.0,4027.0,1991.0,1.0,0.0
4.42,240.0,1.0,10.0,850.0,2004.0,1.0,0.0
3.83,80.0,1.0,10.0,850.0,2005.0,1.0,1.0
3.98,122.0,1.0,16.0,850.0,2006.0,1.0,1.0
3.94,99.0,6.0,90.0,184.0,2002.0,0.0,1.0
3.78,209.0,2.0,35.0,21.0,1989.0,0.0,1.0
4.0,300.0,1.0,11.0,4027.0,2004.0,1.0,0.0
3.86,84.0,1.0,4.0,587.0,2006.0,1.0,1.0
4.05,128.0,1.0,2.0,58.0,2004.0,0.0,0.0
4.14,379.0,1.0,6.0,114.0,1994.0,0.0,0.0
4.24,240.0,1.0,38.0,4027.0,2000.0,1.0,0.0
3.51,332.0,1.0,74.0,4027.0,1992.0,1.0,1.0
4.07,198.0,1.0,7.0,850.0,2004.0,1.0,0.0
3.34,222.0,1.0,17.0,587.0,2000.0,1.0,1.0
4.18,198.0,1.0,38.0,850.0,2007.0,1.0,0.0
3.81,327.0,1.0,8.0,587.0,1969.0,1.0,1.0
4.2,272.0,1.0,4.0,226.0,2003.0,0.0,0.0
3.7,368.0,1.0,11.0,25.0,2005.0,0.0,1.0
3.71,400.0,1.0,5.0,366.0,2002.0,1.0,1.0
3.69,640.0,1.0,10.0,4027.0,2007.0,1.0,1.0
4.23,432.0,1.0,1.0,587.0,2006.0,1.0,0.0
3.77,304.0,1.0,18.0,4027.0,2005.0,1.0,1.0
3.97,490.0,1.0,13.0,8.0,2005.0,0.0,1.0
4.12,96.0,1.0,11.0,184.0,2006.0,0.0,0.0
3.81,239.0,1.0,4.0,4027.0,2005.0,1.0,1.0
3.75,319.0,1.0,1.0,4027.0,1995.0,1.0,1.0
4.18,80.0,1.0,7.0,850.0,2003.0,1.0,0.0
4.07,302.0,2.0,5.0,587.0,2001.0,1.0,0.0
4.2,219.0,1.0,6.0,189.0,2006.0,0.0,0.0
3.78,256.0,1.0,3.0,4027.0,2001.0,1.0,1.0
3.95,32.0,1.0,2.0,850.0,1998.0,1.0,1.0
4.24,112.0,1.0,21.0,226.0,2000.0,0.0,0.0
4.08,31.0,1.0,2.0,71.0,2006.0,0.0,0.0
4.07,341.0,1.0,6.0,226.0,1987.0,0.0,0.0
4.22,352.0,1.0,2.0,4027.0,2004.0,1.0,0.0
4.29,480.0,1.0,8.0,226.0,1923.0,0.0,0.0
4.12,272.0,1.0,8.0,58.0,1991.0,0.0,0.0
4.26,272.0,1.0,3.0,42.0,2005.0,0.0,0.0
4.48,208.0,1.0,3.0,312.0,2006.0,1.0,0.0
3.89,144.0,2.0,5.0,4027.0,2006.0,1.0,1.0
4.53,508.0,3.0,44.0,27.0,2005.0,0.0,0.0
3.93,174.0,4.0,18.0,4027.0,2004.0,1.0,1.0
4.1,272.0,1.0,3.0,95.0,2001.0,0.0,0.0
4.08,424.0,1.0,7.0,191.0,1995.0,0.0,0.0
3.86,535.0,1.0,19.0,4027.0,1999.0,1.0,1.0
4.02,432.0,1.0,4.0,4027.0,2006.0,1.0,0.0
3.91,346.0,1.0,3.0,4027.0,1983.0,1.0,1.0
4.2,491.0,1.0,1.0,4027.0,2006.0,1.0,0.0
4.0,408.0,1.0,3.0,4027.0,2007.0,1.0,0.0
3.94,419.0,1.0,18.0,4027.0,2005.0,1.0,1.0
3.79,579.0,1.0,11.0,4027.0,2003.0,1.0,1.0
3.37,96.0,1.0,5.0,52.0,2003.0,0.0,1.0
4.04,56.0,1.0,20.0,850.0,1989.0,1.0,0.0
3.86,578.0,1.0,62.0,4027.0,2004.0,1.0,1.0
3.96,192.0,1.0,19.0,48.0,2001.0,0.0,1.0
4.04,416.0,1.0,20.0,2.0,1998.0,0.0,0.0
3.91,609.0,1.0,2.0,4027.0,2007.0,1.0,1.0
3.8,325.0,1.0,8.0,4027.0,2004.0,1.0,1.0
3.53,384.0,1.0,1.0,4027.0,2006.0,1.0,1.0
4.12,358.0,2.0,8.0,67.0,2004.0,0.0,0.0
4.23,166.0,1.0,7.0,78.0,1998.0,0.0,0.0
4.32,688.0,1.0,34.0,25.0,1997.0,0.0,0.0
3.77,72.0,1.0,11.0,850.0,2005.0,1.0,1.0
3.85,288.0,1.0,1.0,587.0,2003.0,1.0,1.0
4.03,288.0,1.0,5.0,4027.0,2004.0,1.0,0.0
4.22,218.0,1.0,1.0,24.0,2004.0,0.0,0.0
3.74,152.0,1.0,4.0,76.0,2001.0,0.0,1.0
3.99,394.0,1.0,43.0,4027.0,2002.0,1.0,1.0
3.84,320.0,1.0,7.0,4027.0,2005.0,1.0,1.0
3.85,304.0,1.0,10.0,4027.0,1996.0,1.0,1.0
4.07,304.0,1.0,3.0,109.0,2006.0,0.0,0.0
4.11,370.0,1.0,7.0,1.0,2009.0,0.0,0.0
4.05,91.0,1.0,1.0,136.0,2000.0,0.0,0.0
4.12,216.0,1.0,6.0,850.0,1995.0,1.0,0.0
3.58,176.0,1.0,4.0,228.0,2002.0,0.0,1.0
4.19,268.0,1.0,8.0,189.0,2004.0,0.0,0.0
3.75,375.0,1.0,3.0,6.0,2006.0,0.0,1.0
3.95,605.0,1.0,3.0,6.0,2002.0,0.0,1.0
4.47,261.0,1.0,1.0,58.0,2005.0,0.0,0.0
4.15,72.0,1.0,7.0,850.0,1962.0,1.0,0.0
4.27,453.0,1.0,11.0,1.0,2004.0,0.0,0.0
3.5,416.0,1.0,15.0,4027.0,2006.0,1.0,1.0
4.28,208.0,1.0,2.0,312.0,2004.0,1.0,0.0
4.17,370.0,1.0,28.0,4027.0,2003.0,1.0,0.0
3.86,342.0,1.0,17.0,2.0,1999.0,0.0,1.0
3.94,32.0,1.0,1.0,184.0,2006.0,0.0,1.0
4.27,468.0,1.0,3.0,4027.0,1989.0,1.0,0.0
3.87,288.0,1.0,17.0,4027.0,2003.0,1.0,1.0
4.23,192.0,1.0,5.0,312.0,2007.0,1.0,0.0
3.89,752.0,1.0,27.0,4027.0,2002.0,1.0,1.0
3.75,364.0,1.0,1.0,11.0,1989.0,0.0,1.0
3.65,450.0,1.0,12.0,4027.0,1998.0,1.0,1.0
3.64,384.0,1.0,14.0,4027.0,1991.0,1.0,1.0
4.07,252.0,1.0,1.0,4027.0,2007.0,1.0,0.0
3.58,144.0,1.0,2.0,850.0,2004.0,1.0,1.0
4.07,398.0,1.0,20.0,5.0,2001.0,0.0,0.0
4.07,425.0,1.0,3.0,109.0,2004.0,0.0,0.0
3.97,512.0,1.0,3.0,114.0,1968.0,0.0,1.0
4.21,727.0,1.0,34.0,29.0,2005.0,0.0,0.0
3.66,250.0,1.0,1.0,850.0,2007.0,1.0,1.0
3.94,656.0,1.0,17.0,4027.0,2002.0,1.0,1.0
3.71,320.0,1.0,80.0,1.0,1996.0,0.0,1.0
3.91,400.0,1.0,1.0,4027.0,2006.0,1.0,1.0
3.86,581.0,1.0,1.0,1.0,1990.0,0.0,1.0
3.91,320.0,1.0,2.0,587.0,1993.0,1.0,1.0
4.0,408.0,1.0,1.0,366.0,1999.0,1.0,0.0
4.16,360.0,1.0,1.0,78.0,1974.0,0.0,0.0
3.96,214.0,1.0,1.0,6.0,1989.0,0.0,1.0
3.46,405.0,1.0,7.0,4027.0,2006.0,1.0,1.0
4.22,358.0,1.0,5.0,4027.0,2006.0,1.0,0.0
3.99,528.0,4.0,9.0,4027.0,2003.0,1.0,1.0
4.11,288.0,1.0,1.0,587.0,1999.0,1.0,0.0
3.91,528.0,3.0,12.0,4027.0,2001.0,1.0,1.0
3.88,368.0,1.0,1.0,366.0,2006.0,1.0,1.0
4.5,247.0,1.0,5.0,587.0,2004.0,1.0,0.0
4.24,383.0,1.0,1.0,37.0,2006.0,0.0,0.0
4.31,413.0,1.0,1.0,587.0,1996.0,1.0,0.0
3.8,726.0,1.0,1.0,4027.0,2001.0,1.0,1.0
3.64,213.0,2.0,1.0,4027.0,1999.0,1.0,1.0
3.6,147.0,1.0,2.0,3.0,1983.0,0.0,1.0
4.07,48.0,1.0,7.0,850.0,2006.0,1.0,0.0
3.87,569.0,1.0,18.0,366.0,1991.0,1.0,1.0
3.52,112.0,1.0,3.0,228.0,2006.0,0.0,1.0
4.33,304.0,1.0,1.0,587.0,2004.0,1.0,0.0
3.92,355.0,1.0,6.0,4027.0,1989.0,1.0,1.0
4.11,752.0,1.0,1.0,1.0,2000.0,0.0,0.0
3.97,416.0,1.0,6.0,4027.0,2001.0,1.0,1.0
3.97,375.0,1.0,5.0,4027.0,1998.0,1.0,1.0
4.07,414.0,1.0,62.0,4027.0,1992.0,1.0,0.0
4.09,144.0,2.0,4.0,67.0,2008.0,0.0,0.0
4.02,432.0,1.0,13.0,4027.0,2006.0,1.0,0.0
4.06,476.0,2.0,6.0,4027.0,2005.0,1.0,0.0
3.98,405.0,1.0,15.0,4027.0,2004.0,1.0,1.0
3.51,315.0,1.0,5.0,4027.0,2006.0,1.0,1.0
4.04,522.0,1.0,8.0,4027.0,2009.0,1.0,0.0
4.0,640.0,1.0,2.0,71.0,1999.0,0.0,0.0
4.11,458.0,1.0,16.0,4027.0,2006.0,1.0,0.0
3.62,219.0,1.0,13.0,1.0,2003.0,0.0,1.0
3.9,276.0,2.0,7.0,4027.0,2005.0,1.0,1.0
3.99,350.0,1.0,13.0,4027.0,2005.0,1.0,1.0
3.83,124.0,1.0,2.0,4027.0,1995.0,1.0,1.0
3.85,160.0,1.0,12.0,4027.0,1979.0,1.0,1.0
4.21,272.0,1.0,7.0,114.0,2002.0,0.0,0.0
4.02,413.0,1.0,7.0,4027.0,1994.0,1.0,0.0
4.2,544.0,1.0,6.0,226.0,2005.0,0.0,0.0
3.77,304.0,1.0,95.0,4027.0,2006.0,1.0,1.0
3.68,224.0,1.0,16.0,228.0,1963.0,0.0,1.0
4.02,326.0,1.0,36.0,4027.0,2005.0,1.0,0.0
4.19,84.0,1.0,6.0,114.0,1998.0,0.0,0.0
3.12,528.0,1.0,6.0,25.0,2003.0,0.0,1.0
3.96,400.0,3.0,27.0,4027.0,2005.0,1.0,1.0
4.39,422.0,1.0,6.0,14.0,1996.0,0.0,0.0
4.0,394.0,1.0,2.0,4027.0,2002.0,1.0,0.0
4.01,320.0,1.0,16.0,4.0,1990.0,0.0,0.0
3.6,224.0,1.0,2.0,4027.0,2003.0,1.0,1.0
3.93,608.0,1.0,3.0,366.0,2005.0,1.0,1.0
3.92,717.0,1.0,238.0,4027.0,2001.0,1.0,1.0
3.39,448.0,1.0,9.0,4027.0,1997.0,1.0,1.0
4.24,176.0,1.0,10.0,3.0,1977.0,0.0,0.0
3.94,224.0,1.0,14.0,4027.0,1989.0,1.0,1.0
4.19,432.0,1.0,1.0,228.0,1998.0,0.0,0.0
4.06,96.0,1.0,11.0,850.0,2009.0,1.0,0.0
3.95,567.0,1.0,8.0,4027.0,1989.0,1.0,1.0
3.43,349.0,1.0,2.0,71.0,2005.0,0.0,1.0
3.62,464.0,2.0,12.0,4027.0,2004.0,1.0,1.0
4.0,176.0,1.0,42.0,4027.0,2001.0,1.0,0.0
3.85,575.0,1.0,3.0,7.0,2005.0,0.0,1.0
4.12,478.0,1.0,1.0,71.0,1978.0,0.0,0.0
3.78,148.0,1.0,21.0,850.0,2003.0,1.0,1.0
4.13,192.0,1.0,3.0,109.0,2000.0,0.0,0.0
4.35,238.0,1.0,1.0,587.0,2006.0,1.0,0.0
3.89,448.0,1.0,8.0,189.0,2006.0,0.0,1.0
4.05,438.0,1.0,10.0,226.0,1992.0,0.0,0.0
4.28,288.0,1.0,5.0,587.0,1996.0,1.0,0.0
4.31,148.0,1.0,3.0,189.0,2004.0,0.0,0.0
3.64,368.0,1.0,1.0,4027.0,2003.0,1.0,1.0
3.99,195.0,1.0,1.0,4027.0,1983.0,1.0,1.0
4.02,509.0,1.0,75.0,4027.0,2002.0,1.0,0.0
4.19,264.0,1.0,2.0,136.0,2001.0,0.0,0.0
3.27,186.0,1.0,2.0,4027.0,2000.0,1.0,1.0
3.88,277.0,1.0,12.0,4027.0,2000.0,1.0,1.0
3.86,250.0,1.0,1.0,4027.0,2006.0,1.0,1.0
3.76,64.0,1.0,14.0,42.0,1998.0,0.0,1.0
3.62,296.0,1.0,2.0,366.0,1995.0,1.0,1.0
3.83,388.0,3.0,6.0,4027.0,2004.0,1.0,1.0
4.23,192.0,1.0,2.0,37.0,2002.0,0.0,0.0
4.67,124.0,1.0,1.0,189.0,2006.0,0.0,0.0
3.71,211.0,1.0,19.0,1.0,2004.0,0.0,1.0
3.9,722.0,1.0,68.0,4027.0,2005.0,1.0,1.0
3.94,352.0,1.0,5.0,366.0,2005.0,1.0,1.0
4.25,848.0,1.0,17.0,4027.0,2001.0,1.0,0.0
3.91,80.0,1.0,4.0,184.0,2000.0,0.0,1.0
3.58,144.0,1.0,1.0,228.0,2004.0,0.0,1.0
4.28,384.0,1.0,11.0,850.0,2005.0,1.0,0.0
3.57,626.0,1.0,5.0,4027.0,2006.0,1.0,1.0
3.96,245.0,2.0,3.0,850.0,2003.0,1.0,1.0
3.81,390.0,1.0,4.0,4027.0,2000.0,1.0,1.0
4.3,58.0,1.0,17.0,48.0,2000.0,0.0,0.0
3.75,160.0,1.0,2.0,48.0,2003.0,0.0,1.0
3.85,127.0,1.0,60.0,4027.0,1999.0,1.0,1.0
3.41,128.0,1.0,9.0,4027.0,1994.0,1.0,1.0
3.82,224.0,1.0,9.0,4027.0,1999.0,1.0,1.0
3.68,361.0,1.0,1.0,67.0,2003.0,0.0,1.0
4.21,193.0,1.0,30.0,11.0,2007.0,0.0,0.0
4.05,145.0,1.0,1.0,228.0,2006.0,0.0,0.0
4.29,336.0,1.0,2.0,587.0,2001.0,1.0,0.0
3.75,104.0,1.0,33.0,4027.0,2006.0,1.0,1.0
3.44,242.0,1.0,9.0,136.0,1999.0,0.0,1.0
3.78,131.0,1.0,2.0,4027.0,1985.0,1.0,1.0
3.81,256.0,1.0,4.0,1.0,2003.0,0.0,1.0
4.42,208.0,1.0,5.0,312.0,2007.0,1.0,0.0
3.86,587.0,1.0,7.0,4027.0,2006.0,1.0,1.0
4.0,560.0,1.0,2.0,78.0,1975.0,0.0,0.0
3.75,203.0,1.0,22.0,226.0,1996.0,0.0,1.0
3.93,528.0,1.0,35.0,4027.0,2005.0,1.0,1.0
3.77,240.0,1.0,3.0,4027.0,2005.0,1.0,1.0
3.86,327.0,1.0,11.0,4027.0,2007.0,1.0,1.0
4.2,580.0,1.0,6.0,6.0,2000.0,0.0,0.0
3.85,341.0,1.0,3.0,4027.0,2007.0,1.0,1.0
3.68,230.0,1.0,1.0,4027.0,2006.0,1.0,1.0
4.07,640.0,1.0,2.0,71.0,1999.0,0.0,0.0
3.92,416.0,1.0,18.0,4027.0,2005.0,1.0,1.0
4.05,448.0,1.0,1.0,109.0,2005.0,0.0,0.0
3.82,282.0,1.0,8.0,4027.0,2004.0,1.0,1.0
4.23,292.0,1.0,2.0,184.0,2004.0,0.0,0.0
3.72,220.0,1.0,3.0,5.0,2007.0,0.0,1.0
4.45,416.0,1.0,1.0,587.0,2000.0,1.0,0.0
4.29,462.0,3.0,3.0,4027.0,2007.0,1.0,0.0
3.78,544.0,1.0,6.0,4027.0,2004.0,1.0,1.0
3.94,454.0,1.0,3.0,5.0,2004.0,0.0,1.0
4.06,608.0,1.0,9.0,4027.0,2000.0,1.0,0.0
3.85,512.0,1.0,3.0,4027.0,1995.0,1.0,1.0
3.83,275.0,1.0,7.0,1.0,2002.0,0.0,1.0
3.82,434.0,1.0,15.0,4027.0,2002.0,1.0,1.0
4.25,144.0,1.0,1.0,78.0,2000.0,0.0,0.0
3.68,258.0,1.0,1.0,4027.0,2000.0,1.0,1.0
3.84,336.0,1.0,1.0,4027.0,1990.0,1.0,1.0
4.04,309.0,2.0,16.0,850.0,2005.0,1.0,0.0
3.75,250.0,1.0,14.0,78.0,2004.0,0.0,1.0
4.07,216.0,1.0,27.0,226.0,2003.0,0.0,0.0
4.08,178.0,1.0,44.0,4.0,2002.0,0.0,0.0
3.8,320.0,1.0,1.0,1.0,1989.0,0.0,1.0
4.12,311.0,2.0,3.0,4027.0,2005.0,1.0,0.0
3.39,718.0,1.0,4.0,4027.0,2006.0,1.0,1.0
3.88,572.0,1.0,7.0,4027.0,1969.0,1.0,1.0
3.95,208.0,1.0,7.0,3.0,1995.0,0.0,1.0
3.99,240.0,1.0,5.0,52.0,2004.0,0.0,1.0
4.0,128.0,1.0,2.0,312.0,2006.0,1.0,0.0
3.86,320.0,1.0,6.0,4027.0,2000.0,1.0,1.0
3.9,82.0,2.0,8.0,191.0,1994.0,0.0,1.0
3.67,96.0,1.0,13.0,850.0,2006.0,1.0,1.0
3.79,345.0,1.0,5.0,366.0,2005.0,1.0,1.0
3.96,576.0,1.0,1.0,71.0,2004.0,0.0,1.0
3.52,320.0,1.0,1.0,4027.0,2007.0,1.0,1.0
4.02,434.0,1.0,9.0,4027.0,2006.0,1.0,0.0
4.2,815.0,1.0,12.0,4027.0,1994.0,1.0,0.0
3.57,512.0,1.0,1.0,366.0,2004.0,1.0,1.0
4.06,407.0,1.0,3.0,109.0,1992.0,0.0,0.0
3.72,316.0,1.0,6.0,4027.0,2002.0,1.0,1.0
4.0,272.0,1.0,1.0,95.0,1996.0,0.0,0.0
4.06,98.0,1.0,20.0,42.0,1997.0,0.0,0.0
3.59,180.0,1.0,13.0,4027.0,2003.0,1.0,1.0
3.63,231.0,1.0,9.0,4027.0,2003.0,1.0,1.0
3.61,292.0,1.0,23.0,4027.0,2001.0,1.0,1.0
4.03,352.0,1.0,2.0,850.0,2006.0,1.0,0.0
3.99,772.0,5.0,15.0,366.0,1998.0,1.0,1.0
3.74,363.0,1.0,11.0,4027.0,2006.0,1.0,1.0
4.18,608.0,1.0,198.0,4027.0,1992.0,1.0,0.0
4.16,384.0,1.0,1.0,48.0,2006.0,0.0,0.0
4.22,271.0,1.0,15.0,4027.0,2004.0,1.0,0.0
3.94,480.0,1.0,11.0,1.0,2001.0,0.0,1.0
4.28,786.0,1.0,4.0,26.0,1984.0,0.0,0.0
3.84,153.0,1.0,37.0,4027.0,2003.0,1.0,1.0
3.67,149.0,2.0,12.0,4027.0,2005.0,1.0,1.0
4.46,392.0,1.0,5.0,850.0,1995.0,1.0,0.0
3.16,96.0,1.0,2.0,7.0,1992.0,0.0,1.0
3.91,213.0,1.0,6.0,1.0,2005.0,0.0,1.0
3.91,233.0,1.0,6.0,4027.0,1997.0,1.0,1.0
3.95,167.0,1.0,34.0,4027.0,1989.0,1.0,1.0
4.22,198.0,1.0,15.0,366.0,2005.0,1.0,0.0
4.05,384.0,1.0,9.0,4027.0,2004.0,1.0,0.0
4.23,315.0,1.0,12.0,850.0,1990.0,1.0,0.0
3.91,606.0,1.0,3.0,58.0,1973.0,0.0,1.0
4.09,483.0,1.0,4.0,4027.0,1997.0,1.0,0.0
3.69,64.0,1.0,3.0,29.0,1991.0,0.0,1.0
4.02,229.0,1.0,3.0,114.0,2004.0,0.0,0.0
3.83,336.0,1.0,31.0,366.0,1996.0,1.0,1.0
3.41,160.0,1.0,1.0,184.0,1981.0,0.0,1.0
4.14,199.0,1.0,5.0,312.0,2003.0,1.0,0.0
3.75,348.0,1.0,7.0,4027.0,2006.0,1.0,1.0
4.15,320.0,1.0,22.0,228.0,1992.0,0.0,0.0
3.43,288.0,1.0,2.0,48.0,2004.0,0.0,1.0
4.28,160.0,1.0,28.0,5.0,2002.0,0.0,0.0
4.02,32.0,1.0,13.0,850.0,2007.0,1.0,0.0
4.06,208.0,1.0,2.0,312.0,2006.0,1.0,0.0
3.45,320.0,1.0,1.0,4027.0,1996.0,1.0,1.0
4.32,385.0,1.0,6.0,4027.0,2005.0,1.0,0.0
3.72,219.0,2.0,23.0,4027.0,1998.0,1.0,1.0
3.79,178.0,1.0,3.0,45.0,2007.0,0.0,1.0
3.87,240.0,1.0,4.0,48.0,1996.0,0.0,1.0
4.15,256.0,1.0,6.0,587.0,1990.0,1.0,0.0
4.06,120.0,1.0,2.0,54.0,1993.0,0.0,0.0
4.35,544.0,2.0,5.0,4027.0,1996.0,1.0,0.0
3.74,77.0,1.0,16.0,850.0,2018.0,1.0,1.0
3.63,200.0,1.0,6.0,850.0,2005.0,1.0,1.0
3.72,157.0,1.0,11.0,4.0,1977.0,0.0,1.0
3.83,388.0,3.0,6.0,4027.0,2006.0,1.0,1.0
3.87,190.0,2.0,28.0,7.0,2006.0,0.0,1.0
3.73,796.0,2.0,12.0,4027.0,2006.0,1.0,1.0
3.63,304.0,1.0,3.0,4027.0,2005.0,1.0,1.0
4.07,243.0,1.0,10.0,850.0,2003.0,1.0,0.0
4.13,656.0,1.0,14.0,108.0,1996.0,0.0,0.0
3.42,340.0,1.0,14.0,4027.0,2006.0,1.0,1.0
4.22,179.0,1.0,6.0,9.0,1997.0,0.0,0.0
4.17,405.0,1.0,3.0,226.0,1955.0,0.0,0.0
3.8,283.0,1.0,11.0,4027.0,2006.0,1.0,1.0
4.28,432.0,1.0,2.0,587.0,2004.0,1.0,0.0
4.16,205.0,1.0,16.0,4027.0,1988.0,1.0,0.0
3.67,392.0,2.0,7.0,4027.0,2004.0,1.0,1.0
3.89,314.0,2.0,82.0,191.0,2004.0,0.0,1.0
3.43,130.0,2.0,3.0,4027.0,2000.0,1.0,1.0
3.62,459.0,1.0,11.0,4027.0,2006.0,1.0,1.0
3.86,139.0,3.0,18.0,850.0,2003.0,1.0,1.0
4.15,369.0,1.0,16.0,4027.0,2000.0,1.0,0.0
4.06,468.0,1.0,11.0,77.0,1970.0,0.0,0.0
3.57,576.0,1.0,1.0,136.0,2007.0,0.0,1.0
4.08,336.0,1.0,1.0,587.0,1995.0,1.0,0.0
4.14,464.0,1.0,1.0,71.0,2004.0,0.0,0.0
3.88,432.0,1.0,6.0,4027.0,2006.0,1.0,1.0
3.67,320.0,1.0,12.0,4027.0,2003.0,1.0,1.0
4.13,79.0,1.0,8.0,189.0,2006.0,0.0,0.0
3.63,180.0,1.0,1.0,52.0,1993.0,0.0,1.0
3.79,352.0,1.0,5.0,587.0,2004.0,1.0,1.0
5.0,83.0,1.0,2.0,77.0,2006.0,0.0,0.0
4.07,624.0,1.0,24.0,1.0,1998.0,0.0,0.0
3.76,259.0,1.0,7.0,184.0,2006.0,0.0,1.0
3.82,96.0,1.0,12.0,850.0,2005.0,1.0,1.0
